name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
KindlyFertileYak,"WL, Rejected",4.05,173,0,0 years (KJD),28,10/13/2020,10/16/2020,,,3/5/2021,0,1,0,0,0,0
KindSharpOctopus,Rejected,3.6,166,1,1-4 years,78,12/2/2020,,,,1/14/2021,0,0,1,0,0,1
King,"WL, Accepted, Attending",4.12,170,0,1-4 years,30,10/15/2020,10/21/2020,,1/21/2021,5/12/2021,1,0,1,0,0,1
kingellewoods,Rejected,3.77,164,1,1-4 years,134,1/27/2021,1/29/2021,,,3/15/2021,0,0,1,0,0,1
KingInTheCastleKingInTheCastle,Rejected,,,0,10+ years,,,12/2/2020,,,1/14/2021,0,0,0,0,1,1
KitKat95,Rejected,3.93,165,0,5-9 years,153,2/15/2021,,,,4/5/2021,0,0,0,1,0,1
KittyTuxedo,Waitlisted,3.89,173,0,5-9 years,71,11/25/2020,,,,3/12/2021,0,0,0,1,0,1
KM-09,Rejected,3.93,165,0,1-4 years,,,,,,,0,0,1,0,0,1
KnockOffElleWoods,Rejected,4.04,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
KnowingBrainyQuail,Rejected,3.72,,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
KnowledgeableUglySheepdog,Rejected,3.63,175,0,1-4 years,,,,,,,0,0,1,0,0,1
knoxland,"Accepted, Withdrawn",3.98,174,0,1-4 years,11,9/26/2020,10/2/2020,,1/22/2021,3/22/2021,1,0,1,0,0,1
Koala123,Rejected,3.78,173,0,1-4 years,49,11/3/2020,11/10/2020,11/10/2020,,3/15/2021,0,0,1,0,0,1
KoalaBear2,Rejected,3.67,169,0,1-4 years,39,10/24/2020,10/29/2020,,,3/15/2021,0,0,1,0,0,1
koalalovingpisces,Rejected,4,168,1,0 years (KJD),32,10/17/2020,,,,1/14/2021,0,1,0,0,0,0
kriexa,Rejected,,,0,1-4 years,,,,,,,0,0,1,0,0,1
ksak123,Accepted,3.89,178,0,0 years (KJD),16,10/1/2020,10/8/2020,,11/5/2020,1/11/2021,1,1,0,0,0,0
Kunowe,Rejected - FW,3.92,162,0,5-9 years,44,10/29/2020,11/3/2020,,,2/9/2021,0,0,0,1,0,1
kurrykatsu,Rejected,3.92,,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
LaborLaw1313,Rejected,3.89,169,0,1-4 years,84,12/8/2020,12/16/2020,,,2/9/2021,0,0,1,0,0,1
Lac2021,Rejected,3.8,148,0,?,153,2/15/2021,,,,,0,,,,,
lacepinkcurtains,Rejected,3.83,171,0,0 years (KJD),71,11/25/2020,,,,1/14/2021,0,1,0,0,0,0
LackadaisicalAgonizingChinchilla,Rejected,3.9,159,1,0 years (KJD),,,,,,,0,1,0,0,0,0
LackadaisicalNecessaryParadise,Accepted,3.96,179,0,1-4 years,,,,,,,1,0,1,0,0,1
lakhanodrakon,Rejected,4.13,171,0,1-4 years,64,11/18/2020,,,,1/14/2021,0,0,1,0,0,1
LamentableLatePeacock,Rejected,3.53,175,0,1-4 years,,,,,,,0,0,1,0,0,1
LamentableRattlesnake,Rejected,3.72,177,0,1-4 years,,,,,,,0,0,1,0,0,1
LanguidInquisitiveChin,Accepted,3.92,177,0,1-4 years,,,,,,,1,0,1,0,0,1
LapsusCalamii,Rejected,4,169,0,0 years (KJD),,,1/19/2022,,,2/17/2022,0,1,0,0,0,0
larslow22,Rejected,3.96,178,0,0 years (KJD),42,10/27/2020,11/3/2020,,12/10/2020,2/17/2021,0,1,0,0,0,0
LastHomelyMandrill,"WL, Accepted, Attending",3.55,169,0,5-9 years,167,3/1/2021,3/15/2021,,5/13/2021,5/25/2021,1,0,0,1,0,1
LastRusticJellyfish,Rejected,3.91,172,0,1-4 years,,,,,,,0,0,1,0,0,1
LatinaElleWoods,Rejected,3.57,162,1,1-4 years,167,3/1/2021,3/16/2021,3/16/2021,,4/5/2021,0,0,1,0,0,1
lattequeen022,Rejected,3.81,166,1,1-4 years,,,,,,,0,0,1,0,0,1
LaughOrCry,Rejected,3.52,168,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
LavaLamp,Rejected,3.91,169,0,1-4 years,138,1/31/2021,2/4/2021,2/9/2021,,3/18/2021,0,0,1,0,0,1
lavenderhoney,Rejected,3.92,165,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
laveneno,Rejected,4,171,0,1-4 years,,,,,,3/2/2021,0,0,1,0,0,1
lavidapuedeserdolor,Rejected,3.71,170,1,0 years (KJD),,,,,,,0,1,0,0,0,0
LavishThickWolverine,Rejected,3.69,171,0,1-4 years,,,,,,,0,0,1,0,0,1
Lawbound,Rejected,3.82,175,0,1-4 years,,,,,,,0,0,1,0,0,1
lawfulfemme,Rejected,3.87,166,0,5-9 years,82,12/6/2020,12/15/2020,,,3/15/2021,0,0,0,1,0,1
lawfulgood2,Rejected,3.78,169,0,1-4 years,39,10/24/2020,,,,1/14/2021,0,0,1,0,0,1
lawhopeful1010,Withdrawn,3.79,172,0,1-4 years,13,9/28/2020,10/2/2020,10/2/2020,,,0,0,1,0,0,1
LawLaw2424,Rejected,,,0,1-4 years,266,6/8/2021,6/14/2021,,,,0,0,1,0,0,1
lawlawland345,Rejected,3.61,171,0,1-4 years,0,9/15/2020,9/23/2020,9/23/2020,,1/14/2021,0,0,1,0,0,1
lawos22,Rejected - FW,3.63,167,0,0 years (KJD),17,10/2/2020,10/8/2020,,,3/15/2021,0,1,0,0,0,0
lawschool117,Waitlisted,3.82,177,0,0 years (KJD),24,10/9/2020,10/14/2020,,,3/5/2021,0,1,0,0,0,0
LawSchool567,"WL, Rejected",3.86,173,0,1-4 years,,,,,,3/5/2021,0,0,1,0,0,1
lawschooladmissionplease,Rejected,3.9,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
LawSchoolApp222,Accepted,3.9,176,0,1-4 years,85,12/9/2020,12/16/2020,,1/21/2021,2/16/2021,1,0,1,0,0,1
lawschoolapplicant2,Rejected,3.94,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
LawSchoolApplicant789,Rejected - IS,4,,0,1-4 years,99,12/23/2020,1/11/2021,,,2/9/2021,0,0,1,0,0,1
lawschoolburneraccount,Waitlisted,3.8,164,1,1-4 years,,,,,,,0,0,1,0,0,1
LawSchoolDreamer21,Waitlisted,3.95,168,1,0 years (KJD),86,12/10/2020,,,5/27/2021,,0,1,0,0,0,0
lawschoolgorl,Rejected,3.81,180,0,1-4 years,77,12/1/2020,12/10/2020,,,3/18/2021,0,0,1,0,0,1
lawschooljourneyj2,Rejected,3.86,157,1,5-9 years,78,12/2/2020,,,,1/14/2021,0,0,0,1,0,1
LawSchoolMami,Rejected,4.01,164,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
lawschoolmaybe,Waitlisted,4.05,179,1,1-4 years,69,11/23/2020,12/9/2020,,1/14/2021,2/17/2021,0,0,1,0,0,1
LawSchoolMonkey,Rejected,3.89,168,0,1-4 years,,,1/27/2021,1/28/2021,,2/17/2021,0,0,1,0,0,1
lawschoolthrowaway,Rejected,3.24,167,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
lawskooldataaccount,"WL, Withdrawn",3.9,169,0,1-4 years,46,10/31/2020,11/10/2020,,,3/12/2021,0,0,1,0,0,1
lawstintranslawtion,Rejected,4,172,0,1-4 years,94,12/18/2020,1/6/2021,,,3/15/2021,0,0,1,0,0,1
LawtermelonSugar,Rejected,3.04,173,1,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
LawyaVibes,Rejected,3.89,172,0,0 years (KJD),92,12/16/2020,1/4/2021,1/4/2021,,2/9/2021,0,1,0,0,0,0
Lawyerornot,Waitlisted,3.82,168,1,0 years (KJD),,,,,,,0,1,0,0,0,0
lawyerwiththebangs,Rejected,3.67,168,0,1-4 years,,,,,,4/5/2021,0,0,1,0,0,1
LazyPunyInsect,"Accepted, Attending",3.81,178,1,1-4 years,,,,,,1/11/2021,1,0,1,0,0,1
Lbrook423,Rejected,3.87,173,0,1-4 years,41,10/26/2020,10/29/2020,,,3/15/2021,0,0,1,0,0,1
leafies,"WL, Accepted, Attending",4.07,171,0,1-4 years,48,11/2/2020,11/10/2020,11/10/2020,5/20/2021,6/2/2021,1,0,1,0,0,1
LearnedParsimoniousUrchin,Rejected,3.98,176,0,1-4 years,59,11/13/2020,11/18/2020,11/18/2020,,1/14/2021,0,0,1,0,0,1
LearnedPsychoticHorse,Waitlisted,3.8,175,1,0 years (KJD),,,,,12/15/2020,2/17/2021,0,1,0,0,0,0
LeBron,Rejected,3.57,167,1,1-4 years,,,,,,,0,0,1,0,0,1
leftymanatee,Withdrawn,4,178,0,1-4 years,,,,,,,0,0,1,0,0,1
LegalHound,Rejected,3.89,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
LegalIII,Rejected,3.83,170,0,0 years (KJD),43,10/28/2020,11/6/2020,,,1/16/2021,0,1,0,0,0,0
LegallyAVirgo,Rejected,3.81,171,1,5-9 years,98,12/22/2020,1/5/2021,,,2/9/2021,0,0,0,1,0,1
legallybl0nde2,Rejected,3.83,170,0,1-4 years,,,,,,,0,0,1,0,0,1
legallyblonde06,Rejected,4,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
legally-blonde-2024,Rejected,3.95,168,0,?,,,,,,1/14/2021,0,,,,,
LegallyBound97,Rejected,3.9,170,0,1-4 years,,,,,,,0,0,1,0,0,1
legallybrunette7,Waitlisted - FW,3.9,164,1,0 years (KJD),115,1/8/2021,1/13/2021,,,,0,1,0,0,0,0
LegallyClueless,Rejected - IS,3.79,168,0,0 years (KJD),140,2/2/2021,2/8/2021,,,3/15/2021,0,1,0,0,0,0
Legallyconfuzzled,Rejected,,171,1,?,,,,,,,0,,,,,
LegallyMe,Rejected,3.96,173,0,0 years (KJD),22,10/7/2020,10/15/2020,10/15/2020,,2/9/2021,0,1,0,0,0,0
legallySocialist,Rejected,3.79,170,0,0 years (KJD),,,12/17/2020,,,2/9/2021,0,1,0,0,0,0
Legalperson101,Waitlisted - FW,3.83,160,1,1-4 years,56,11/10/2020,11/20/2020,,,2/26/2021,0,0,1,0,0,1
legal-potato,Rejected,3.86,168,0,1-4 years,,,,,,,0,0,1,0,0,1
LegalQueen,Rejected,3.1,164,1,1-4 years,125,1/18/2021,1/22/2021,1/22/2021,,2/17/2021,0,0,1,0,0,1
LegalToffoli,Rejected,3.76,171,0,1-4 years,,,11/13/2020,,,1/14/2021,0,0,1,0,0,1
lemonpoppyseed,Accepted,3.93,175,0,1-4 years,2,9/17/2020,9/28/2020,,11/5/2020,1/11/2021,1,0,1,0,0,1
LemonySnicket,"Accepted, Withdrawn",3.94,,0,5-9 years,,,,12/4/2020,1/14/2021,2/16/2021,1,0,0,1,0,1
lentil,Rejected,3.59,170,0,1-4 years,94,12/18/2020,1/7/2021,1/7/2021,,2/9/2021,0,0,1,0,0,1
lesbianlawyer,Rejected,3.99,170,0,1-4 years,47,11/1/2020,11/9/2020,,,1/14/2021,0,0,1,0,0,1
LesFleursduHyperchaos,Rejected,4,172,0,1-4 years,82,12/6/2020,12/9/2020,,,2/9/2021,0,0,1,0,0,1
letmeinyourlawschool,Rejected,3.21,163,1,1-4 years,142,2/4/2021,,,,3/15/2021,0,0,1,0,0,1
LetsGetDownToLawSchool,Rejected,3.98,160,1,0 years (KJD),66,11/20/2020,11/24/2020,11/25/2020,,2/17/2021,0,1,0,0,0,0
Letsgetitdone,Rejected,3.4,167,1,1-4 years,,,,,,,0,0,1,0,0,1
LetsGetThisBread2,Rejected,3.43,164,1,1-4 years,76,11/30/2020,,,,1/14/2021,0,0,1,0,0,1
letsgotolawschool2,Rejected,3.53,171,0,1-4 years,0,9/15/2020,9/23/2020,,,1/14/2021,0,0,1,0,0,1
Leuthu,Rejected,3.98,171,1,1-4 years,,,10/1/2020,,,1/14/2021,0,0,1,0,0,1
LevelObsequiousChinchilla,Rejected,3.52,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
LiAngeloBall,Rejected,4,172,0,1-4 years,,,,,,,0,0,1,0,0,1
lightandary,Waitlisted,3.82,168,1,0 years (KJD),,,,,,,0,1,0,0,0,0
LightDeafeningWombat,Rejected,3.75,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
likeagrape,Rejected,3.18,171,0,1-4 years,29,10/14/2020,,,,1/14/2021,0,0,1,0,0,1
LikeGrievingKoala,Rejected,3.94,170,0,5-9 years,,,,,,4/5/2021,0,0,0,1,0,1
likesrocks,Waitlisted,3.79,176,0,1-4 years,146,2/8/2021,,,,4/9/2021,0,0,1,0,0,1
LikeThirstyEleuth,Rejected,3.12,166,0,5-9 years,,,,,,,0,0,0,1,0,1
LilacSnake,Withdrawn - FW,3.51,172,1,10+ years,50,11/4/2020,11/16/2020,,,,0,0,0,0,1,1
liladhd,Rejected - IS,3.57,158,1,0 years (KJD),121,1/14/2021,1/20/2021,,,2/9/2021,0,1,0,0,0,0
LilGremlinElf,"WL, Withdrawn",3.94,177,0,1-4 years,73,11/27/2020,12/11/2020,,,3/5/2021,0,0,1,0,0,1
LilGrom22,Rejected,3.9,172,0,1-4 years,79,12/3/2020,12/10/2020,,,2/9/2021,0,0,1,0,0,1
lilymo96,Rejected,3.88,170,0,?,,,,,,1/14/2021,0,,,,,
LimpingSubstantialCougar,Rejected,3.86,168,0,1-4 years,,,,,,3/2/2021,0,0,1,0,0,1
literariel,Rejected,4,165,0,0 years (KJD),61,11/15/2020,11/23/2020,,,1/14/2021,0,1,0,0,0,0
LittleBananaSplit2121,Rejected,3.2,173,1,1-4 years,,,,,,,0,0,1,0,0,1
littlerat902,Rejected,,154,1,1-4 years,,,,,,,0,0,1,0,0,1
LivelyDisastrousNeanderthal,Rejected,3.81,170,0,1-4 years,40,10/25/2020,10/30/2020,,,1/14/2021,0,0,1,0,0,1
LivelyHaltingSeal,Rejected,3.8,169,0,1-4 years,12,9/27/2020,10/1/2020,,,1/14/2021,0,0,1,0,0,1
LivelyLook,Rejected,4,163,0,?,,,,,,,0,,,,,
LivelyWomanlyWolfHound,Rejected,3.92,163,1,0 years (KJD),138,1/31/2021,,,,3/15/2021,0,1,0,0,0,0
Lizabeen,"WL, Withdrawn",3.96,175,0,1-4 years,,,,,,,0,0,1,0,0,1
lkc428,"WL, Withdrawn",3.86,174,0,1-4 years,,,,,,,0,0,1,0,0,1
llamallamallawya,"WL, Rejected",,179,0,0 years (KJD),,,,,,,0,1,0,0,0,0
lls2017,Rejected,3.2,158,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
lm789,"Accepted, Attending",3.94,176,0,0 years (KJD),,,10/30/2020,,11/12/2020,1/11/2021,1,1,0,0,0,0
loavesofbread,Rejected,4.18,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
loblawlawblog,"WL, Rejected",3.92,174,0,0 years (KJD),107,12/31/2020,1/11/2021,,,3/5/2021,0,1,0,0,0,0
LobsterLighthouse,Rejected,3.93,165,0,1-4 years,73,11/27/2020,12/11/2020,,,1/14/2021,0,0,1,0,0,1
LoggerPro1212,Rejected,4.13,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
Login-is-cAsE-sEnSiTiVe,Waitlisted,3.71,180,0,0 years (KJD),6,9/21/2020,,,,3/5/2021,0,1,0,0,0,0
LoketaTaco,Waitlisted - FW,3.95,174,0,0 years (KJD),46,10/31/2020,11/9/2020,,,3/5/2021,0,1,0,0,0,0
Lol24,Rejected,,177,0,1-4 years,47,11/1/2020,11/12/2020,11/12/2020,,,0,0,1,0,0,1
Lolgivingthisashot,Rejected,3.95,164,1,0 years (KJD),,,,,,3/18/2021,0,1,0,0,0,0
LoMcJo,Rejected,3.9,173,0,0 years (KJD),,,,,,,0,1,0,0,0,0
LonelySpotlessMoorhen,Rejected,3.95,169,0,5-9 years,76,11/30/2020,12/11/2020,,,3/15/2021,0,0,0,1,0,1
LongDazzlingLemur,Rejected,3.96,172,0,1-4 years,,,,,,3/2/2021,0,0,1,0,0,1
LopsidedPleasantOctopus,Withdrawn,3.97,175,0,1-4 years,34,10/19/2020,11/6/2020,,,,0,0,1,0,0,1
LopsidedSelectiveAlligator,Accepted,3.96,176,0,?,62,11/16/2020,,,1/21/2021,2/16/2021,1,,,,,
lorroftheringz,Rejected,3.79,162,1,0 years (KJD),,,,,,,0,1,0,0,0,0
LostintheSauce,Rejected,3.91,163,0,1-4 years,67,11/21/2020,11/25/2020,,,2/9/2021,0,0,1,0,0,1
LoudLaugher,Rejected,4,160,1,0 years (KJD),141,2/3/2021,2/19/2021,,,,0,1,0,0,0,0
LoutishThinkablePeacock,Waitlisted,3.85,176,0,1-4 years,,,,,,3/17/2021,0,0,1,0,0,1
LovelyLikeableLeopard,Rejected,3.57,178,0,1-4 years,9,9/24/2020,10/1/2020,,,,0,0,1,0,0,1
LovelySnake424,Rejected,3.91,177,0,1-4 years,,,12/10/2020,,,3/15/2021,0,0,1,0,0,1
lovingcapablefuturelawyer,"Accepted, Attending - FW",,178,0,1-4 years,79,12/3/2020,12/8/2020,,3/4/2021,,1,0,1,0,0,1
LovingCrabbyTurkey,Rejected,3.85,161,1,1-4 years,44,10/29/2020,10/30/2020,,,1/14/2021,0,0,1,0,0,1
LovingGratisWhale,Waitlisted,3.9,175,0,1-4 years,,,,,,,0,0,1,0,0,1
LovingOxfordComma,Rejected,3.6,172,0,1-4 years,,,,,,,0,0,1,0,0,1
LSALurking,Accepted,3.9,179,0,1-4 years,27,10/12/2020,10/22/2020,,11/5/2020,1/11/2021,1,0,1,0,0,1
LsatTraintoClarksville,Rejected,3.3,180,0,1-4 years,5,9/20/2020,9/24/2020,,,3/2/2021,0,0,1,0,0,1
lsdatauser,Rejected,3.9,173,0,0 years (KJD),70,11/24/2020,,,,3/15/2021,0,1,0,0,0,0
LSDat-undecided,Waitlisted,3.88,173,0,5-9 years,,,11/16/2020,,,3/17/2021,0,0,0,1,0,1
LSHopeful1362,"Accepted, Withdrawn",3.98,174,0,1-4 years,6,9/21/2020,9/30/2020,,1/21/2021,2/16/2021,1,0,1,0,0,1
lshopeful2,Rejected,3.77,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
LSHopeful20203,"WL, Withdrawn",3.85,178,0,1-4 years,,,10/15/2020,,,,0,0,1,0,0,1
LSHopeful2021,"WL, Withdrawn",,172,1,1-4 years,78,12/2/2020,,12/14/2020,,3/17/2021,0,0,1,0,0,1
LSM,Rejected,3.35,174,0,1-4 years,,,,,,,0,0,1,0,0,1
LSMD,Rejected,3.68,173,0,0 years (KJD),44,10/29/2020,11/2/2020,11/3/2020,,1/14/2021,0,1,0,0,0,0
lstajb,Rejected,3.67,176,0,5-9 years,28,10/13/2020,10/16/2020,,,1/14/2021,0,0,0,1,0,1
LuckyBelligerent,Rejected,3.53,170,0,0 years (KJD),0,9/15/2020,10/1/2020,,,1/14/2021,0,1,0,0,0,0
Luckystella_old,Rejected,3.75,174,0,0 years (KJD),161,2/23/2021,2/25/2021,,,4/5/2021,0,1,0,0,0,0
luminousillusions,Rejected - FW,3.69,177,0,1-4 years,15,9/30/2020,10/5/2020,,,2/9/2021,0,0,1,0,0,1
Lurking,Rejected,3.87,175,0,0 years (KJD),77,12/1/2020,12/7/2020,,,3/15/2021,0,1,0,0,0,0
LushDearAkbash,Rejected,3.6,175,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
LyingDidacticReindeer,Rejected,4.13,170,0,0 years (KJD),80,12/4/2020,,,,2/9/2021,0,1,0,0,0,0
LyricalBeefSchnauzer,Rejected,3.86,177,0,1-4 years,44,10/29/2020,11/3/2020,,,3/15/2021,0,0,1,0,0,1
LyricalGreyPorcupine,Rejected,4.02,,0,5-9 years,166,2/28/2021,,,,4/5/2021,0,0,0,1,0,1
MachoHarmoniousFrigatebird,Waitlisted,3.99,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
MachoNaturalSkunk,Rejected,3.67,179,0,0 years (KJD),24,10/9/2020,10/13/2020,10/14/2020,,2/9/2021,0,1,0,0,0,0
Mack,Rejected,3.95,160,0,1-4 years,,,,,,,0,0,1,0,0,1
MADCJD,Rejected,3.5,172,0,1-4 years,,,10/30/2020,,,1/14/2021,0,0,1,0,0,1
MaddeningBoorishKangaroo,Rejected,3.77,173,0,0 years (KJD),41,10/26/2020,11/4/2020,11/4/2020,,1/14/2021,0,1,0,0,0,0
MaddeningDrabLion,"WL, Rejected",3.85,166,0,0 years (KJD),43,10/28/2020,,,,3/5/2021,0,1,0,0,0,0
MaddeningLyingZebu,Rejected,3.57,169,0,1-4 years,8,9/23/2020,10/7/2020,,,1/14/2021,0,0,1,0,0,1
maddiedorfman,"Accepted, Attending",3.98,175,0,0 years (KJD),51,11/5/2020,11/10/2020,,2/18/2021,,1,1,0,0,0,0
mafalda22,Waitlisted,3.4,174,1,1-4 years,52,11/6/2020,11/12/2020,,,,0,0,1,0,0,1
MagicalEtherealDogfish,Waitlisted,3.92,172,0,1-4 years,,,,,,,0,0,1,0,0,1
magnetenthusiast,Rejected - FW,3.42,165,1,0 years (KJD),69,11/23/2020,12/3/2020,,,1/14/2021,0,1,0,0,0,0
MagnificentRealSponge,Rejected,4.19,170,0,0 years (KJD),141,2/3/2021,,,,,0,1,0,0,0,0
MakeMeSuffer,Rejected,3.47,165,0,0 years (KJD),41,10/26/2020,,,,1/14/2021,0,1,0,0,0,0
Mal,Rejected,4.03,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
MaliciousEasyHippopotamus,Rejected,4.16,174,0,0 years (KJD),7,9/22/2020,10/1/2020,10/2/2020,,1/14/2021,0,1,0,0,0,0
manatee6,"WL, Withdrawn",4.05,170,0,0 years (KJD),19,10/4/2020,10/7/2020,,,,0,1,0,0,0,0
mangoty,"Accepted, Attending",3.95,174,0,0 years (KJD),66,11/20/2020,12/3/2020,,1/21/2021,2/16/2021,1,1,0,0,0,0
ManifestingTheBest,Rejected,3.5,153,1,0 years (KJD),,,,,,,0,1,0,0,0,0
ManyAbruptLabradoodle,Rejected,3.4,173,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
ManyFest,Rejected,3.29,166,1,1-4 years,75,11/29/2020,12/15/2020,,,2/9/2021,0,0,1,0,0,1
maqmaqmaq,Rejected,3.65,168,0,1-4 years,,,,,,,0,0,1,0,0,1
marburyisdicta,Withdrawn,3.95,175,0,?,,,,,,,0,,,,,
marcusisfine,Rejected,3.84,163,1,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
Marlins,Rejected,4.15,171,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
Masaki,Rejected - FW,,169,0,0 years (KJD),23,10/8/2020,10/13/2020,,,2/9/2021,0,1,0,0,0,0
masterofallfoursections,"WL, Rejected",3.98,172,0,1-4 years,79,12/3/2020,12/14/2020,12/14/2020,,5/18/2021,0,0,1,0,0,1
MathAndLaw,"WL, Withdrawn",3.9,179,0,0 years (KJD),,,10/13/2020,,,2/26/2021,0,1,0,0,0,0
MaybeThisTime,Rejected,3.82,173,0,1-4 years,,,,,,,0,0,1,0,0,1
mayoicecream,Rejected - IS,3.77,172,0,1-4 years,57,11/11/2020,11/18/2020,11/19/2020,,3/15/2021,0,0,1,0,0,1
MeanLewdDeer,Rejected,3.73,175,0,0 years (KJD),8,9/23/2020,10/1/2020,,,2/9/2021,0,1,0,0,0,0
MeaslyFortunateWalrus,Withdrawn,3.35,175,1,1-4 years,,,,,,,0,0,1,0,0,1
MeekLameJaguar,"WL, Accepted, Attending",3.9,173,0,1-4 years,32,10/17/2020,10/22/2020,,4/6/2021,4/14/2021,1,0,1,0,0,1
MeepMorpZeepZorp,Rejected,3.74,173,0,0 years (KJD),46,10/31/2020,,,,1/14/2021,0,1,0,0,0,0
MeJustChilling,Rejected,3.59,170,1,1-4 years,74,11/28/2020,,,,1/14/2021,0,0,1,0,0,1
Mel,Rejected,3.64,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
MelonBaller,Rejected,3.76,169,0,1-4 years,89,12/13/2020,12/18/2020,,,2/9/2021,0,0,1,0,0,1
MeltedChangeablePlatypus,Rejected,3.45,174,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Mephisto-107,"WL, Withdrawn",3.89,177,0,1-4 years,64,11/18/2020,11/20/2020,,12/10/2020,2/17/2021,0,0,1,0,0,1
Meteoright,Rejected,3.66,165,1,1-4 years,70,11/24/2020,,12/9/2020,,1/14/2021,0,0,1,0,0,1
meyergorelick,Rejected,3.8,169,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
michaelscwu,Rejected,3.82,166,0,5-9 years,,,,,,,0,0,0,1,0,1
MichiganHoosier,Rejected,3.37,173,0,5-9 years,8,9/23/2020,10/1/2020,10/1/2020,,3/15/2021,0,0,0,1,0,1
MichiganPlz,Rejected,3.71,170,0,1-4 years,108,1/1/2021,1/15/2021,,,2/9/2021,0,0,1,0,0,1
Middleofnowhere,Rejected,3.93,172,0,0 years (KJD),49,11/3/2020,11/17/2020,,,2/9/2021,0,1,0,0,0,0
MidwestHopefulButNotPicky,"WL, Withdrawn",3.84,175,0,1-4 years,,,,,,,0,0,1,0,0,1
mightydonut,"WL, Accepted, Attending - FW",3.96,174,0,0 years (KJD),71,11/25/2020,,,1/14/2021,3/22/2021,1,1,0,0,0,0
MightyMango,Rejected,3.95,172,0,0 years (KJD),43,10/28/2020,10/30/2020,,,1/14/2021,0,1,0,0,0,0
MikeRossWannabe,Rejected,3.4,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
milkandhoney1622,"Accepted, Attending",3.71,174,0,1-4 years,74,11/28/2020,12/8/2020,,1/21/2021,2/16/2021,1,0,1,0,0,1
miniRBG,Rejected,4,164,0,0 years (KJD),38,10/23/2020,,,,,0,1,0,0,0,0
MinorRampantMist,Accepted,,,0,?,,,,,,,1,,,,,
MintSac,Waitlisted,3.71,175,0,0 years (KJD),40,10/25/2020,,,,,0,1,0,0,0,0
Mirrorwaterwins,Rejected,3.97,169,0,0 years (KJD),,,11/2/2020,,,,0,1,0,0,0,0
misguidedauthentic,Rejected,3.9,172,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
misterLSAT,Rejected,3.84,170,0,1-4 years,71,11/25/2020,12/3/2020,,,3/15/2021,0,0,1,0,0,1
MistyGiddyEagle,"Accepted, Withdrawn",4.03,174,0,0 years (KJD),,,,,,1/11/2021,1,1,0,0,0,0
mistymisty,Rejected,3.81,168,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
MistyNondescriptTuatara,Rejected,3.91,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
MistyPushyPossum,"WL, Rejected",3.05,177,0,1-4 years,46,10/31/2020,11/6/2020,,,6/3/2021,0,0,1,0,0,1
MJenk2,Rejected - FW,3.86,172,1,1-4 years,83,12/7/2020,12/11/2020,,,3/15/2021,0,0,1,0,0,1
mjm2897,Rejected,3.79,161,0,1-4 years,,,,,,,0,0,1,0,0,1
mkhlyz,Rejected,3.76,179,0,1-4 years,40,10/25/2020,10/28/2020,,,3/15/2021,0,0,1,0,0,1
mmmprofile11,"WL, Withdrawn",3.75,179,0,1-4 years,,,9/30/2020,,,,0,0,1,0,0,1
MMR2,Rejected,3.73,174,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Mo13012,Rejected,3.96,173,0,1-4 years,14,9/29/2020,10/10/2020,,,3/15/2021,0,0,1,0,0,1
MochiGirl11,Rejected,3.89,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
